Player,Team,Age,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Majak Daw,North Melbourne,22,6,3.367,51.833,47.5,7,1.167,53.333,4.833,2.333,7.167,51.163,51.724,,67.442,1.167,0,119.167,16.628,2,3.583,2.167,3.308,4.667,2.5,7.167,65.116,0.667,2.667,0.5,0.167,0.667,2.667,1.167,2,0.167,0.667,1,1,0,9.667,11.6,4.667,48.276,1,21.429,1.833,0.333,0.167,,3,27.778,9,1.5,1.333,3.167,0,47.368,4,13.187,1,0.167,0.5,5.667,0.333
Marc Murphy,Carlton,26,23,12.709,93.087,86.652,29,1.381,79.043,12.348,9.913,22.261,70.508,65.845,76.316,55.469,3.435,1.174,331.217,14.879,2.565,8.678,3.696,6.024,9.913,12.304,22.217,44.618,2.913,6.348,1.783,2.087,3.87,3.783,0.174,0.478,0.391,0.217,1.783,0.696,1.087,0,0,0,,0,,3.435,0.478,0.261,,0.739,11.765,18,0.783,0.304,1.391,0.522,56.25,6.174,22.362,1.348,0.696,0.913,17.217,0.348
Marco Paparone,Brisbane,19,5,3.78,41,49.2,0,0,72.2,6.8,3.8,10.6,52.83,47.059,,64.151,2.4,0,180.2,17,2.4,4.417,2.4,4.417,3.6,7.2,10.8,33.333,0.6,3.2,0.2,0.2,0.4,4,0.4,1.6,0,0.8,0,0.6,-0.6,0,0,0,,0,,1,0.4,0,,2.2,18.182,5,1,1,2.4,0.6,41.667,3,13.636,0,0.2,0.6,12.4,0.4
Marcus Davies,Carlton,22,2,3.7,37.5,35,0,0,78.5,4,3,7,,,,,2,1.5,146,,1.5,4.667,2.5,2.8,3,3.5,6.5,,2.5,2,0.5,0,0.5,1,0.5,0,0.5,0,0.5,1.5,-1,0,0,0,,0,,4.5,0,0.5,,0,,0,0,0,0,0,,0,0,0,0,2.5,10.5,2.5
Mark Austin,Western Bulldogs,24,7,5.071,45.143,39,0,0,89.429,5.286,4.571,9.857,78.261,75.676,81.25,53.623,1.143,1,155.429,15.768,1.143,8.625,1.571,6.273,3.571,6.143,9.714,36.765,2.143,2.143,0,0.143,0.143,2.714,1,0,0.714,0,0.429,0.429,0,1.571,1.62,0.143,,0,,1.429,0.286,3.286,21.739,1.143,,1,0.143,0,0.143,0,,1.857,7.104,0.571,0.143,3.857,5.143,3.571
Mark Baguley,Essendon,26,21,7.343,69.333,66.476,2,0.095,92.81,8.429,7.571,16,79.762,74.576,85.535,52.679,0.667,2.524,194.476,12.155,1.762,9.081,3.095,5.169,5.667,10.143,15.81,35.843,6.381,3.571,0,0.238,0.238,5.286,0.667,0,1.476,0.095,1.286,1,0.286,0.048,0.053,0.048,,0,,2.81,0.048,1.952,31.707,0.19,,2,0.095,0.048,0.143,0,,3.19,11.901,1.476,0.19,3.095,10.762,2.762
Mark Blicavs,Geelong,22,22,7.873,65.682,59.182,2,0.105,80.818,4.364,6.5,10.864,78.243,66.667,86.014,40.167,1.5,1.091,122.636,11.289,1.409,7.71,1.864,5.829,5.727,5.455,11.182,51.22,1.864,4.045,0.682,1.227,1.909,2.864,0.636,0.5,0.364,0.364,0.636,0.591,0.045,30.864,35.254,10.818,35.052,2.545,23.529,3.136,0.5,0.273,,0.818,16.667,7,0.318,0.364,0.727,0.364,43.75,4.273,15.016,1.5,0.045,2.182,15.318,1.227
Mark Hutchings,West Coast,22,9,11.156,89.889,91.333,0,0,79.556,11.333,9.333,20.667,66.667,55.882,79.762,54.839,3.333,1.889,272.889,13.204,1.778,11.625,3.778,5.471,11.222,10,21.222,52.88,3,8.444,0.889,3.889,4.778,3.778,0.222,0,0.444,0,0.889,0.444,0.444,0.111,0.11,0.111,,0,,6.667,0.889,0.444,,0.667,,1,0.111,0.333,0.444,0.333,,5.444,21.121,2.111,0.111,1.111,24,0.444
Mark Jamar,Melbourne,30,9,7.778,78,70.222,0,0,82.222,2.889,5.222,8.111,71.233,42.308,87.234,35.616,0.889,0.556,52.333,6.452,2.333,3.476,2,4.056,5,3.556,8.556,58.442,1.333,2,0.778,1.556,2.333,2.333,1.111,0.222,0.667,0,1.556,1.444,0.111,65,70.567,33.111,50.94,7.667,23.154,3.111,0.111,0.333,,1.111,60,2,0.222,0,0.333,0.111,,2.556,14.375,1.889,0,3.111,11.333,2.444
Mark LeCras,West Coast,27,15,10.287,83.667,84.6,10,0.667,83.533,12.733,3.067,15.8,61.603,56.545,82.609,80.591,3.333,0.8,366.533,23.198,1.867,8.464,3.533,4.472,5.8,10.133,15.933,36.402,1.933,3.933,0.4,1.733,2.133,5.333,0.4,2.867,0.4,2.067,0.4,0.733,-0.333,0,0,0,,0,,3.067,1,0.067,,1.467,22.727,30,2,1.8,4.667,0.733,42.857,7,25.06,1.2,0.6,0.467,16.2,0.333
Mark Whiley,Greater Western Sydney,21,7,2.7,33.857,42.429,0,0,83,4.714,2.857,7.571,60.377,45.455,85,62.264,1.286,0.857,111.286,14.698,3.429,2.208,1.571,4.818,3.571,4.286,7.857,45.455,0.571,2.143,0.714,0.714,1.429,0.714,0,0,0.143,0,1,2.571,-1.571,0,0,0,,0,,6.571,0.571,0.429,,0.143,,1,0.143,0,0.429,0.143,,1.429,7.752,0.286,0.143,0.429,14.714,0.143
Marley Williams,Collingwood,20,16,10.713,75.188,71.438,5,0.333,80.75,11.312,5.562,16.875,73.704,66.851,87.64,67.037,2.062,2.938,356.188,21.107,1.938,8.71,3.438,4.909,5.562,11.875,17.438,31.9,5,4.75,0.062,0.562,0.625,4.25,0.125,0.062,0.688,0.125,0.75,0.375,0.375,0,0,0,,0,,3.25,0.312,1.75,21.429,0.062,,2,0.125,0.25,0.438,0.25,,3.438,13.033,1.125,2.188,3.062,11.5,2.25
Martin Clarke,Collingwood,26,9,8.767,67,63.778,0,0,79.444,9.444,7.556,17,79.085,69.412,91.176,55.556,1.222,1.333,206.222,12.131,2,8.5,2.444,6.955,5.778,10.778,16.556,34.899,3.333,5.111,0.556,1.111,1.667,4.667,0.222,0.111,0.444,0.222,0.556,0.889,-0.333,0,0,0,,0,,1.556,0.111,1,,0.111,,3,0.333,0.222,0.556,0.333,,4.444,16.736,0.889,0.444,1.333,11.556,0.778
Marty Mattner,Sydney,31,7,6.171,48.857,48.143,0,0,76,7,3.857,10.857,80.263,73.469,92.593,64.474,0.571,2.571,208.571,19.211,1.571,6.909,1.714,6.333,3.143,7,10.143,30.986,3.714,2.429,0.143,0.286,0.429,3.286,0.143,0,1.143,0,0.429,0.571,-0.143,0,0,0,,0,,2.714,0,0.714,,0,,0,0,0,0,0,,1.857,7.027,0.571,0.857,3.429,7.857,2.857
Mathew Stokes,Geelong,29,24,11.696,97.083,93.083,45,2.143,85.667,11.875,14.5,26.375,75.197,71.579,78.161,45.024,3.667,1.125,316.125,11.986,2.417,10.914,3.667,7.193,9.417,16.833,26.25,35.873,4.042,7.417,0.75,1.625,2.375,5.125,0.167,0.458,0.583,0.292,1.208,0.75,0.458,0.042,0.048,0.042,,0,,2.708,0.583,0.042,,0.458,9.091,12,0.5,0.25,0.958,1.042,52.174,7.333,25.47,1.625,0.083,0.583,14.042,0.208
Matt Arnot,Richmond,20,4,6.025,52.75,44.25,0,0,62,4.75,6.25,11,70.455,,80,43.182,1.25,0.5,111.75,10.159,1,11,1.25,8.8,6.5,5.5,12,54.167,0.5,4.25,0.25,1.25,1.5,1.5,0,0.25,0,0,0.75,0.25,0.5,0,0,0,,0,,2.75,0.75,0.25,,0.75,,1,0.25,0.5,0.75,0.25,,3.75,15.152,0.25,0,1.25,17.75,0.25
Matt Buntine,Greater Western Sydney,20,3,11.433,68.667,56.333,0,0,80.667,7.667,6,13.667,73.171,78.261,,56.098,1.333,0,148.667,10.878,1,13.667,2,6.833,8,6.333,14.333,55.814,5.667,5.667,0.333,1.333,1.667,4,0.667,0.333,0.333,0.333,1.333,0,1.333,0,0,0,,0,,2,0,3,,1.333,,0,0,0,0,0.667,,1.333,8.511,1,0,3,7.333,2.667
Matt de Boer,Fremantle,23,25,7.372,72.76,72.44,0,0,82.32,6.88,8.64,15.52,67.742,54.268,78.365,44.33,1.68,0.32,125.875,8.121,1.84,8.435,2.75,5.636,7.4,8.32,15.72,47.074,2.417,5.417,0.88,1.08,1.96,3.48,0.24,0.48,0.333,0.292,0.72,0.84,-0.12,0.042,0.046,0,,0,,5.8,1.042,0.292,,0.875,9.524,10,0.4,0.28,0.917,0.28,45.455,4.417,18.276,0.75,0.16,1.44,19.208,0.708
Matt Dea,Richmond,22,3,4.267,47,44.667,0,0,75,6,4.333,10.333,90.323,,,58.065,0.333,3,160,15.484,0.667,15.5,1.667,6.2,2,8.333,10.333,19.355,2.333,1.667,0,0,0,4,0,0,0,0,0.333,0.333,0,0,0,0,,0,,1.667,0,0.667,,0.333,,0,0,0,0,0,,2,7.5,0.333,0,2.333,6.333,2
Matt Jones,Melbourne,26,22,6.323,69.136,70.5,1,0.045,80.091,9.818,9.455,19.273,70.283,57.87,83.173,50.943,2.182,1.545,221.909,11.514,2.182,8.833,3.227,5.972,6.182,13.273,19.455,31.776,2.409,4.591,0.455,1.727,2.182,4.136,0.136,0.091,0.318,0.091,0.5,0.773,-0.273,0,0,0,,0,,2.636,0.273,0.364,,0.364,,3,0.136,0.182,0.409,0.182,,3.364,18.049,0.864,1.045,0.909,19.773,0.409
Matt Maguire,Brisbane,29,11,9.509,73.818,64.182,0,0,90.909,10.364,4.182,14.545,73.288,72.816,74.419,71.25,1.818,4.818,354.2,24.26,2.545,5.714,4,3.65,5.273,9,14.273,36.943,6.5,3.3,0,0.182,0.182,6.455,0.909,0.182,2.6,0.1,1.182,1.182,0,1.8,1.95,0.455,,0.2,,1.636,0.1,4,27.5,0.4,,1,0.091,0.182,0.3,0.091,,1.8,7.004,1.1,0.182,4.727,6.7,4.6
Matt Priddis,West Coast,28,21,12.752,100.952,95.81,41,1.952,82.714,10.524,16.381,26.905,66.549,47.964,78.488,39.115,2.667,1.333,303.095,11.265,3.238,8.309,4.095,6.57,14.19,12.81,27,52.557,2.952,8.571,2.905,4.048,6.952,2.333,0.143,0.143,0.095,0,1.81,1.286,0.524,0,0,0,,0,,6.143,0.476,0.333,,0.048,,6,0.286,0.238,0.714,0.333,40,5.381,21.201,1.857,0.143,0.857,21.524,0.238
Matt Rosa,West Coast,27,11,8.373,75.818,70.455,0,0,85.636,9.545,10.455,20,73.182,61.905,83.478,47.727,3,1.091,250.636,12.532,2,10,2.909,6.875,7.273,12.636,19.909,36.53,4,5.909,0.364,1.818,2.182,3.545,0.091,0,0.364,0.091,0.273,0.909,-0.636,0.091,0.093,0.091,,0,,3,0.273,0.364,,0,,1,0.091,0.091,0.182,0.273,,4.091,17.11,0.727,0.545,1.636,15.273,0.909
Matt Shaw,Gold Coast,21,18,8.611,72.778,70.833,5,0.278,78.944,9.111,10.222,19.333,78.448,71.951,84.239,47.126,2.167,1.5,230.5,11.922,1.722,11.226,2.778,6.96,6.167,13.278,19.444,31.714,3.278,5.111,0.111,1.111,1.222,4.611,0.278,0.389,0.389,0.167,0.556,0.333,0.222,0,0,0,,0,,1.667,0,0.389,,0.389,,8,0.444,0.333,0.944,0.556,47.059,4.889,20.418,1.056,0.5,1.389,11.556,0.778
Matt Spangher,Hawthorn,26,4,6.525,69.5,63.5,0,0,86.75,8,5.5,13.5,75.926,62.5,95.455,59.259,0.75,1,147,10.889,1,13.5,1.25,10.8,5,9,14,35.714,3,1.5,0,0.25,0.25,4.75,1,1,0.75,1,2,0.75,1.25,5.5,5.867,1.5,27.273,0.5,,2.25,0.5,1,,2.25,,2,0.5,1,1.75,0.5,,6,19.355,0.75,0.25,3.5,12.25,2.5
Matt Taberner,Fremantle,20,4,2.975,31,37,0,0,80.75,4.5,2.75,7.25,65.517,,,62.069,0.75,0,113.75,15.69,2,3.625,2.5,2.9,3.25,4,7.25,44.828,0.5,3,0,0.25,0.25,2.75,0.25,0.25,0,0.5,0,0.75,-0.75,0,0,0,,0,,2.25,0,0,,3.25,7.692,2,0.5,0,0.5,0.25,,2.25,15.789,0.25,0,0.5,10.5,0.5
Matt Thomas,Port Adelaide,26,4,8.1,58,61,0,0,70.75,4.5,11.25,15.75,69.841,,73.333,28.571,1.5,0.75,147,9.333,2,7.875,1,15.75,6.5,9,15.5,41.935,1.75,5.25,0.75,0.75,1.5,3,0.75,0.75,0.5,0,0,1,-1,0.25,0.249,0.25,,0.25,,3.5,1,0.5,,0.25,,3,0.75,0.25,1.25,0,,3.5,14.894,1.25,0,0.75,15.25,0.5
Matthew Boyd,Western Bulldogs,31,13,12.4,103.846,103.923,14,1.077,83.308,15.077,14.308,29.385,67.539,58.673,76.882,51.309,4.385,1.923,435.538,14.822,3.615,8.128,5.077,5.788,12.077,17.385,29.462,40.992,2.615,8.154,2.538,2.923,5.462,4.692,0.231,0.154,0.462,0,0.462,0.846,-0.385,0.538,0.562,0.385,,0.077,,3.923,0.538,0.462,,0.462,,4,0.308,0.154,0.462,0.692,,5.385,23.569,1.692,0.538,1,12.769,0.692
Matthew Broadbent,Port Adelaide,23,24,9.758,79.958,70.792,20,0.909,83.292,11.875,6.5,18.375,72.562,65.614,85.256,64.626,2.083,3.708,382.167,20.798,1.958,9.383,4.333,4.24,5.708,11.542,17.25,33.092,3.958,4.625,0.167,1.042,1.208,3.875,0.25,0.375,0.583,0.125,0.5,0.5,0,0.042,0.044,0.042,,0,,2.25,0.375,0.625,46.667,0.042,,8,0.333,0.5,0.875,0.417,38.095,4.25,16.776,1.25,1.375,1.667,11.125,1.042
Matthew Jaensch,Adelaide,24,11,6.991,55.273,57.545,0,0,74.727,8.818,4,12.818,72.34,63.918,90.909,68.794,1.545,2.727,285,22.234,1.727,7.421,2.727,4.7,3.455,8.727,12.182,28.358,2.273,2.636,0.091,0.091,0.182,4.273,0.273,0.364,0.455,0.364,0.455,0.818,-0.364,0,0,0,,0,,2.455,0.727,1.182,30.769,0.545,,4,0.364,0.273,0.818,0.273,,2.909,11.511,0.636,0.727,2.182,9.636,1.727
Matthew Kreuzer,Carlton,24,17,11.282,96.941,84.412,16,1,81.824,6.824,4.647,11.471,64.615,54.31,79.747,59.487,2.118,0.882,175.059,15.262,1.353,8.478,2.529,4.535,6.529,5.353,11.882,54.95,1.588,3.588,0.882,1.353,2.235,3.294,1.294,1.059,0.529,0.529,1.176,0.588,0.588,55.706,58.313,25.176,45.195,6.353,25.234,4.176,0.529,0.588,10,2.529,27.907,8,0.471,0.647,1.588,0.471,29.63,4.588,16.957,2.118,0,3.647,15.353,2.941
Matthew Leuenberger,Brisbane,25,20,9.95,97.05,85.15,24,1.2,85.05,7.45,6.1,13.55,71.756,61.379,84.615,54.982,2.45,0.7,203,14.721,2.65,5.113,3,4.596,6.15,7.25,13.4,45.896,1.632,3.579,1.15,1.95,3.1,3.55,0.6,0.3,0.474,0.211,1.75,1.65,0.1,66,72.069,30.4,45.534,7.684,25.569,2.4,0.263,0.789,20,1.895,25,9,0.45,0.45,0.895,0.55,52.941,5.421,21.684,2.474,0,3.85,9.684,3.421
Matthew Lobbe,Port Adelaide,24,21,8.238,88.524,82.333,4,0.211,85.381,5.571,6.19,11.762,61.943,47.009,75.385,47.368,1.667,0.762,145.905,12.405,2.476,4.75,2.048,5.744,5.952,5.714,11.667,51.02,2.095,3.81,1.524,1.095,2.619,2.714,0.857,0.238,0.905,0.095,0.952,1.571,-0.619,68.857,72.92,28,40.664,6.143,21.939,4.905,0.667,0.905,31.579,0.619,7.692,4,0.19,0.095,0.333,0.143,,4.19,16.176,2.571,0,3,14.524,2.381
Matthew McDonough,Richmond,19,1,4,32,42,0,0,75,8,3,11,,,,,3,1,349,,3,3.667,5,2.2,4,7,11,,1,4,0,1,1,1,0,0,0,0,0,1,-1,0,0,0,,0,,3,0,0,,2,,0,0,0,0,0,,2,7.692,1,0,0,11,0
Matthew Pavlich,Fremantle,32,12,9.008,83.333,75.667,0,0,82.917,9,5.167,14.167,63.125,55.882,75.862,63.529,3.417,0,249.273,17.137,1.917,7.391,2.636,5.517,5.917,8.833,14.75,40.113,0.636,3.091,0,0.25,0.25,5.75,1.083,2.25,0,2.818,1.333,0.833,0.5,0.273,0.305,0.167,,0.091,,2,1,0,,4.727,23.077,25,2.083,1.583,4.545,1.083,50,8.273,31.058,0.636,0,1.583,9.091,1
Matthew Warnock,Gold Coast,29,4,8.925,54.75,33.5,0,0,88.75,4.75,4,8.75,82.857,,,54.286,0.25,2,89.75,10.257,1,8.75,1.75,5,4,5,9,44.444,5.75,2.5,0,0,0,2.75,0,0,1,0,0.25,0.5,-0.25,0.25,0.28,0.25,,0,,1,0,3.5,14.286,0,,0,0,0,0,0,,1,4.396,0.75,0.25,11.75,5.75,10
Matthew Watson,Carlton,21,5,7.78,60.8,48.6,0,0,81.8,8.2,2.8,11,78.182,78.049,,74.545,1,3.2,263,23.909,1.2,9.167,2,5.5,3.4,7.2,10.6,32.075,2.4,2,0,0.2,0.2,4,1,0.2,0.4,0.6,0.4,0.2,0.2,0,0,0,,0,,1,0.2,3,26.667,0.8,,2,0.4,0.2,0.8,0,,3,10.49,0.6,0,4.4,7.4,4
Matthew White,Richmond,26,16,10.075,56.125,58.5,3,0.188,61.875,8.75,3.812,12.562,69.154,61.429,86.885,69.652,4.062,0.812,290.25,23.104,1.625,7.731,2.25,5.583,3.875,8.562,12.438,31.156,1.125,3.188,0.25,1,1.25,3.312,0.25,0.25,0.188,0.375,0.125,0.75,-0.625,0.062,0.068,0.062,,0,,3.062,1,0.312,,0.438,,11,0.688,0.375,1.375,0.438,50,4.875,18.353,0.625,1.688,0.812,13.312,0.625
Matthew Wright,Adelaide,24,17,8.076,71.353,68.059,5,0.294,75.765,8.588,7.765,16.353,73.741,68.493,79.545,52.518,2.412,1.176,203.412,12.439,1.941,8.424,2.294,7.128,7,9.118,16.118,43.431,2.118,4.765,1.176,1.235,2.412,4.235,0.294,0.294,0.412,0,1.235,0.529,0.706,0,0,0,,0,,2.588,0.471,0.294,,0.706,8.333,11,0.647,0.176,1,0.471,64.706,4.765,18.161,0.882,0.412,0.882,11.882,0.647
Maverick Weller,Gold Coast,21,4,3.15,60.25,69,0,0,80.75,8.5,8.75,17.25,71.014,67.647,74.286,49.275,0.75,2.25,218.75,12.681,2,8.625,3,5.75,3.5,13.75,17.25,20.29,1.5,2.75,0.25,0.5,0.75,5.5,0.25,0,0.25,0.5,0.5,0.75,-0.25,0,0,0,,0,,2.75,0.25,1,,0.5,,0,0,0.25,0.5,0,,2.5,9.434,0.25,0,1.25,12.5,1.25
Max Bailey,Hawthorn,27,19,8.495,70.211,60.211,5,0.312,65,4.632,4.263,8.895,72.781,53.409,93.827,52.071,1.474,0.158,101.211,11.379,1.684,5.281,1.579,5.633,4.579,3.737,8.316,55.063,1.316,2.421,1.421,1.158,2.579,2.158,0.421,0.263,0.368,0,1.053,1.263,-0.211,50.842,54.392,20.842,40.994,5.632,27.02,2.737,0.211,0.368,,1.263,20.833,7,0.368,0.053,0.421,0.263,,3.684,12.567,2.368,0,3.211,11.211,2.579
Max Gawn,Melbourne,22,13,6.938,67.154,61.692,0,0,77.308,3.692,5.231,8.923,75.862,60.417,86.765,41.379,0.692,0.308,50.923,5.707,1.231,7.25,1.385,6.444,5.231,3.615,8.846,59.13,1.923,2.615,0.538,0.923,1.462,2.923,1.077,0.538,0.538,0.077,1.385,0.615,0.769,47.923,46.807,18.615,38.844,3.923,21.074,2.462,0.308,0.692,,2.538,18.182,7,0.538,0.154,0.846,0.154,63.636,2.923,14.672,1,0,1.615,12.692,1
Michael Barlow,Fremantle,26,24,11.188,109.25,105,35,1.667,81.583,12.583,13.917,26.5,66.775,56.401,76,47.484,2.917,1.583,270.913,10.148,2.833,9.353,3.957,6.747,12.75,13.333,26.083,48.882,3.13,10.391,1.375,3.625,5,4.167,0.208,0.5,0.174,0.043,0.708,0.875,-0.167,1.087,1.194,1.125,100,0.478,44,5.917,1.174,0.13,,0.435,30,14,0.583,0.542,1.348,0.792,45.161,6.174,24.869,1.696,0.208,0.375,18.609,0.13
Michael Evans,Melbourne,21,9,7.811,64.111,68.667,0,0,79.444,9.889,5.667,15.556,67.857,61.798,78.431,63.571,3.222,1.333,310.889,19.986,1.778,8.75,3.556,4.375,5,11,16,31.25,2,3.444,0.667,0.889,1.556,4.667,0.222,0.111,0.222,0.111,1.111,0.556,0.556,0,0,0,,0,,2.444,0.111,0.222,,0.556,,6,0.667,0.444,1.222,0.556,54.545,3.667,18.966,0.778,0.556,1,15,0.556
Michael Firrito,North Melbourne,30,17,8.376,63.647,58.471,0,0,91.471,9.529,5.294,14.824,81.07,75.641,90.805,64.286,1.941,3.235,328.75,21.646,2.588,5.727,3.562,4.263,5.176,8.824,14,36.975,5.375,3.312,0.059,0.471,0.529,4.882,0.824,0,1.75,0.062,1.235,1.059,0.176,0,0,0,,0,,1.647,0.062,2.625,30.952,0.125,,0,0,0,0,0.235,,3.625,13.242,1.062,0.529,3.529,7.312,3
Michael Hibberd,Essendon,23,22,12.923,95.909,87.136,23,1.045,90.636,15.182,8.455,23.636,80.202,77.778,84.444,64.231,2.455,4.318,424.095,17.992,2,11.818,4.143,5.69,6.591,16.227,22.818,28.884,6.571,4.714,0.136,0.545,0.682,6.136,0.727,0,1.952,0,0.773,0.682,0.091,0.048,0.053,0.045,,0,,1.5,0.048,1.857,17.949,0.048,,5,0.227,0.136,0.429,0.318,,4.762,17.762,1.81,0.955,3.727,7.238,3.19
Michael Hurley,Essendon,23,16,9.606,69.625,59.75,5,0.312,81.812,8.062,4.625,12.688,71.123,65.833,80.597,63.547,2.5,0.188,203.2,16.299,1.562,8.12,2.267,5.5,5.688,7.312,13,43.75,1.733,3.4,0,0.062,0.062,5.062,0.938,2.312,0.267,2.467,0.688,0.438,0.25,0,0,0,,0,,0.438,0.133,0.6,,4.6,23.188,24,1.5,1,2.8,1.125,52.381,6.333,23.171,0.467,0.062,1.938,6.2,1
Michael Jamison,Carlton,27,24,9.971,63.708,46.25,3,0.136,92.042,6.458,4.333,10.792,84.556,82.581,87.5,59.846,1,2.542,206.958,19.178,1.458,7.4,2.083,5.18,4.542,5.833,10.375,43.775,5.583,3.042,0,0.125,0.125,4.25,1,0,1.792,0,0.458,0.833,-0.375,0,0,0,,0,,1.875,0,5.917,21.127,0.125,,0,0,0,0,0.083,,2.792,10.26,1.542,0.167,7.292,7.167,6.417
Michael Johnson,Fremantle,29,23,13.23,88.826,82.174,22,1.048,97.13,13.957,5.478,19.435,81.119,78.033,88.71,71.812,1.739,3.304,384.545,19.72,1.826,10.643,2.955,6.6,4.913,13.565,18.478,26.588,5.955,3.364,0,0.087,0.087,6.913,0.478,0.261,1.591,0.136,0.783,0.478,0.304,0.409,0.444,0.217,,0.091,,1.913,0,2.545,19.643,0.227,,5,0.217,0.087,0.5,0.217,45.455,4.364,17.712,1.409,0.957,4.565,8.091,3.773
Michael Osborne,Hawthorn,31,5,6.12,55.4,46.6,0,0,75.2,5.8,4,9.8,71.429,68.966,75,59.184,2,0.6,131.6,13.429,1.2,8.167,1.8,5.444,4,6.2,10.2,39.216,1.4,2.8,0.6,0,0.6,3,0.4,0.6,0,0,0.2,0.8,-0.6,0.4,0.429,0.4,,0.2,,2.6,1.2,0,,0.4,,3,0.6,0,0.6,0.8,,3.4,11.724,0.8,0,1,10.2,0.4
Michael Rischitelli,Gold Coast,27,11,9.364,74.727,70.364,6,0.545,77.909,8.273,8.545,16.818,68.108,54.945,80.851,49.189,2.545,1.364,237,14.092,2.364,7.115,3.545,4.744,8.182,8.455,16.636,49.18,2.545,6.364,1.091,2.273,3.364,2.909,0.091,0.818,0.455,0.182,0.909,0.364,0.545,0.455,0.514,0.455,,0,,3.909,0.364,0.273,,0.545,,6,0.545,0.545,1.273,0.273,42.857,4,16.418,1.364,0.364,1.818,14,0.818
Michael Talia,Western Bulldogs,20,9,6.7,75.111,66.667,8,0.889,94.222,10.222,9.111,19.333,73.563,66.304,81.707,52.874,2.111,2.556,257.667,13.328,1.889,10.235,4.444,4.35,5.333,14.556,19.889,26.816,5.667,4.222,0,0.556,0.556,4.444,0.444,0,1.333,0,0.111,0.222,-0.111,0.333,0.327,0.111,,0,,1.222,0,3.111,39.286,0.222,,0,0,0,0,0.111,,1.667,7.463,0.444,0.444,5.556,6.333,4.778
Michael Walters,Fremantle,22,21,12.605,87.143,80.095,28,1.556,81.429,11,4.429,15.429,70.55,66.968,79.545,71.296,2.857,0.619,321.85,20.832,2.333,6.612,3.4,4.544,6.524,9.238,15.762,41.39,1.65,4.25,0.333,0.762,1.095,5.143,0.476,1.476,0.3,1,1.524,0.952,0.571,0,0,0,,0,,2.476,0.95,0.1,,2.15,34.884,46,2.19,1.095,3.6,1,61.111,6.7,27.236,0.85,0.429,0.952,12.45,0.4
Mike Pyke,Sydney,29,25,10.38,84.92,72.52,1,0.045,88.04,4.92,6.12,11.04,68.841,49.593,84.314,44.565,1.36,0.44,87.24,7.902,2,5.52,1.84,6,7.04,3.64,10.68,65.918,1.76,3.52,0.76,0.88,1.64,3.56,2.08,1.2,0.64,0.16,0.84,1.12,-0.28,49.52,48.435,21.84,44.103,5.76,26.374,2.12,0.28,0.32,,3.68,32.609,28,1.12,0.32,1.52,0.36,73.684,4.56,17.812,2.04,0,2.64,10.6,1.92
Mitch Brown,Geelong,23,5,5,48.2,45.8,0,0,72.4,7.4,4.2,11.6,79.31,78.378,80.952,63.793,1.2,1.2,190,16.379,1.4,8.286,1.6,7.25,3.4,8,11.4,29.825,3.2,2.8,0,0,0,4.4,0.2,0.2,0.6,0.4,0.2,0.6,-0.4,0.2,0.206,0,,0,,0.8,0,0.8,,0.4,,0,0,0.4,0.4,0.2,,3,9.375,0.2,0,2,6.2,1.8
Mitch Clark,Melbourne,26,4,8.3,57.75,48,0,0,77.75,6.25,2.5,8.75,65.714,60,,71.429,1.25,1,149.75,17.114,2.5,3.5,2.5,3.5,5.5,3.5,9,61.111,1,2.25,1,0,1,3.5,1.5,1.75,0.5,0.75,0.75,1.5,-0.75,1.75,1.902,0.5,,0,,1.5,0.25,0.25,,5,35,7,1.75,0.5,3,0.25,58.333,3.25,16.883,0.25,1.25,1.5,8.25,1
Mitch Duncan,Geelong,22,25,9.66,81.36,87.96,11,0.5,79.76,12.4,8.64,21.04,69.392,64.839,75.926,58.935,3.08,1.8,371.96,17.679,2.28,9.228,3.32,6.337,5.48,15.48,20.96,26.145,2.76,4.28,0.24,1,1.24,6.44,0.28,0.6,0.8,0.32,0.72,0.76,-0.04,0.2,0.224,0.2,,0.08,,2.88,0.68,0.24,,0.36,,14,0.56,0.64,1.36,0.52,41.176,6.72,23.204,1.04,0.28,1.12,13.96,0.64
